id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,gen14_miltax,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il14b,tax_temp_inc,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_coup_rts,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,partyaff,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth,rec_eth_other,neighborhood1,neighborhood,hh_inc,male,female
50447,2,2,1,1, ,1,1,2,2,2,2,1,1,1,8,3,2, ,1,1, ,3,2, ,2,1,1,1,1,1,1,1,1,3,4,3,1,1,1, ,1,8,2,3,2,4,2,3,2,3,2,9,9,9,9,2,1,1,3,1,1,5,2,1,4,2,1,1, ,5, ,3,3, , ,60618,7,1962,4, ,4,4,6,1,0
53890,2,2,1,1, ,1,2,1,2,2,3,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,4,1,1,1,1,1,4,5,9,9,9, ,2,2,2,1,2,3,1,1,2,1,2,1,1,1,1,1,2,3,2,1,1,4,6,3,2,3,1,1,2, ,1,1, ,1,5,2,60625,8,1956,1, ,5,5,5,0,1
55896,2,2,1,1, ,1,2,2,2,1,4,1,1,1,1,4,2, ,1,1, ,1,1, ,2,1,1,2,1,2,2,9,3,8,5,1,1,1, ,2,2,1,1,1,3,2,2,2,1,2,1,1,1,1,1,2,2,2,3,3,1,4,5,3,7,3,2,1, ,2,2, ,2, , ,60073,1,1992,1, ,3,3,3,0,1
53592,2,2,1,1, ,1,1,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,1,3,4,2,4,4,5,1,1,1, ,1,1,1,1,1,9,1,1,5,2,5,2,5,3,5,3,1,2,1,1,1,2,5,1,1,1,1,1,1, ,1,1, ,1,5,2,60005,6,1965,1, ,6,6,7,1,0
55234,2,2,1,1, ,1,2,1,9,1,2,9,9,2,1,1,1, ,9,9, ,4,2, ,1,1,9,9,3,2,2,4,2,2,3,1,1,2,9, ,9,2,2,4,3,3,1,2,1,2,1,2,1,2,1,2,3,1,3,3,1,5,3,2,3,1,9, , ,1,2, ,2, , ,60645,10,1949,3, ,5,5,9,0,1
53516,3,2,1,1, ,1,2,9,9,9,3,1,1,1,8,4,2, ,1,1, ,1,1, ,1,9,1,9,1,9,9,1,4,9,9,1,1,4,9, ,9,1,1,1,1,4,9,1,1,1,1,2,1,1,1,1,3,3,2,3,1,3,4,3,5,3,1,1, ,5, ,1,1,5,2,62864,14,9999,9, ,6,6,9,0,1
55092,3,2,1,1, ,1,1,2,2,1,3,1,1,1,1,4,2, ,5,3, ,1,1, ,1,1,4,4,4,4,4,1,1,1,1,1,4,4, ,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,5,3,4,2,3, ,3,1,1, ,1,2,1,62864,9,1952,8,DUTCH GERMAN WHITE NATIVE AMERICAN,5,5,6,1,0
56543,3,2,1,1, ,1,2,2,2,2,4,2,2,2,2,9,9, ,5,3, ,3,2, ,9,1,9,1,1,2,9,1,3,8,3,1,1,2,1, ,1,1,9,9,2,3,2,3,2,2,1,9,9,2,1,2,2,1,2,1,4,4,2,1,3,1,4, , ,5, ,2,2, , ,61801,2,1985,1, ,1,1,2,0,1
46922,2,2,1,1, ,1,1,2,1,1,2,1,1,1,1,1,1, ,3,2, ,1,1, ,1,1,1,1,1,1,1,1,1,8,5,2,1,1,2, ,2,2,1,1,3,3,2,2,1,1,1,4,3,1,1,2,1,1,3,3,4,2,2,1,4,2,4, , ,4, ,2,2, , ,61704,1,1995,1, ,2,2,5,1,0
44874,2,2,1,1, ,1,2,2,1,1,4,2,3,2,2,9,9, ,9,9, ,9,9, ,9,9,1,2,3,9,9,3,9,8,9,1,1,1,2, ,2,2,2,1,2,9,2,3,2,4,2,5,3,5,3,2,3,2,2,1,3,6,2,1,4,2,1,4, ,3,1, ,1,2,1,60630,4,1977,4, ,5,5,3,0,1
55861,2,2,1,1, ,1,2,2,2,2,2,1,1,1,2,9,9, ,6,3, ,9,9, ,2,2,1,2,1,2,2,1,9,3,4,1,1,1, ,1,1,8,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,3,1,1,5,3,2,4,2,1,4, ,5, ,2,2, , ,60586,5,1971,1, ,5,5,5,0,1
40259,2,1, , ,1,1,2,2,1,2,3,2,3,2,2,4,2, ,1,1, ,1,1, ,2,2,1,3,2,3,3,2,4,8,4,3,1,3, ,2,2,2,2,3,2,4,2,3,2,4,2,5,3,4,3,2,3,3,2,3,1,2,3,2,6,3,2,1, ,1,1, ,1,5,2,60467,1,1996,1, ,5,5,4,0,1
50309,2,1, , ,1,1,1,1,2,1,1,1,1,1,8,8,8,NEITHER; WOULD VOTE FOR DIFFERENT INCUMBENT,3,2, ,3,2, ,1,9,1,1,1,3,3,1,2,4,5,3,3,3, ,2,2,2,2,2,3,2,1,1,1,1,1,2,1,1,1,2,1,1,3,3,2,5,1,1,1,1,2,4, ,1,2, ,2, , ,60525,7,1963,1, ,5,5,5,1,0
51821,2,1, , ,1,1,2,1,2,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,3,1,1,1,2,1,1,2,4,5,3,3,3,2, ,2,2,1,1,3,2,2,2,1,2,1,9,9,1,1,2,1,1,1,1,2,6,1,1,1,1,1,3, ,5, ,3,3, , ,60085,7,1960,1, ,5,5,7,0,1
53925,2,1, , ,1,1,2,2,2,2,3,1,1,1,1,8,8,INDEPENDENT- PURELY,1,1, ,1,1, ,2,3,3,3,3,1,1,1,3,8,1,1,1,1,2, ,2,2,2,2,2,4,1,2,1,2,1,2,1,2,1,2,1,1,3,3,1,3,3,2,4,2,3, ,1,3,1, ,1,3,1,60174,14,9999,1, ,5,5,9,0,1
52177,1,1, , ,1,1,2,2,2,2,3,1,1,1,2,9,9, ,3,2, ,3,2, ,1,1,1,2,1,1,1,1,4,4,5,2,1,1,2, ,2,2,1,1,1,1,1,2,1,2,1,5,3,2,1,2,3,3,1,1,1,4,4,3,2,1,2,3, ,1,1, ,1,2,1,60612,11,1943,2, ,2,2,3,0,1
53669,2,1, , ,1,1,2,1,2,2,3,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,3,1,3,1,2,4,8,4,4,1,4, ,1,1,2,2,1,2,4,1,3,2,3,2,2,1,5,3,2,2,3,1,1,1,4,3,2,1,1,4, , ,1,1, ,1,2,1,60651,10,1946,2, ,3,3,9,0,1
50600,3,1, , ,1,1,2,2,2,2,4,1,1,1,2,1,1, ,3,2, ,3,2, ,1,4,1,1,1,2,3,1,2,8,2,3,2,3, ,9,9,1,9,1,8,2,1,4,2,1,1,5,3,5,3,1,1,3,2,1,1,4,4,3,1,1,3, ,3,3,1, ,1,2,1,62206,8,1955,2, ,1,1,2,0,1
54300,3,1, , ,1,1,2,1,2,2,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,9,1,2,4,5,1,9,9,2, ,2,2,1,1,2,1,1,1,1,1,1,3,2,3,2,2,1,1,3,3,1,5,2,1,1,1,3, ,2,5, ,1,1,5,2,62704,10,1949,1, ,5,5,8,0,1
49769,1,1, , ,1,1,1,1,2,1,3,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,2,1,1,1,1,4,5,1,1,1,2, ,2,1,1,3,2,4,1,2,1,2,1,1,1,2,1,2,1,1,3,1,1,5,2,1,1,1,2,4, ,4, ,2,2, , ,60609,12,1939,4, ,6,6,5,1,0
46302,3,1, , ,1,1,2,2,2,1,2,1,1,1,2,4,2, ,4,2, ,3,2, ,1,2,1,9,1,2,1,1,2,2,2,1,3,3,1, ,1,2,2,3,3,1,1,1,1,1,1,4,3,1,1,9,3,2,3,3,3,4,4,3,4,2,1,4, ,1,1, ,1,4,1,62703,6,1968,1, ,2,2,6,0,1
50719,2,1, , ,1,1,2,2,2,9,3,1,1,1,1,4,2, ,1,1, ,9,9, ,3,9,9,4,3,3,3,2,3,8,2,1,3,3, ,9,9,8,9,2,2,3,2,2,1,2,1,2,1,2,1,2,9,3,3,1,2,2,4,3,6,3,3, ,3,1,1, ,1,2,1,60468,13,1920,1, ,5,5,3,0,1
53223,2,1, , ,1,1,2,1,1,2,2,1,3,2,1,9,9, ,3,2, ,1,1, ,3,3,3,4,3,3,3,2,3,4,2,2,3,4,2, ,2,2,1,3,3,2,1,2,1,4,2,5,3,4,3,1,3,1,3,3,1,9,2,1,4,2,2,9, ,1,1, ,1,5,2,60644,8,1958,2, ,5,5,4,0,1
50763,2,2,1,1, ,1,1,1,2,1,2,1,1,1,1,3,2, ,1,1, ,3,2, ,2,3,2,2,4,2,3,1,2,4,5,1,2,3,2, ,2,2,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,6,3,2,6,3,1,1, ,3,1, ,1,5,2,60601,7,1963,1, ,6,6,6,1,0
51395,2,2,1,1, ,1,1,2,2,2,5,1,1,1,2,4,2, ,1,1, ,1,1, ,1,1,3,4,4,2,2,4,4,8,2,1,1,1, ,1,1,1,1,1,2,4,2,5,2,5,2,4,3,5,3,1,2,1,3,3,1,5,5,3,6,3,1,1, ,5, ,3,3, , ,60652,3,1981,4, ,3,3,3,1,0
55155,2,2,1,1, ,1,1,2,2,2,5,2,3,2,8,4,2, ,1,1, ,1,1, ,3,3,1,4,1,3,3,3,3,8,9,1,1,1, ,2,2,2,1,1,2,4,2,4,2,5,2,5,3,5,3,2,3,1,2,3,4,3,3,2,2,1,1,1, ,5, ,3,3, , ,60436,5,1974,1, ,5,5,2,1,0
51915,3,2,1,1, ,1,1,2,2,2,3,1,1,1,2,8,8,"SOMEONE ELSE IF THEY ARE RUNNING, NOBODY RUNS AGAINST THEM",8,9,SOMEONE ELSE IF THEY COULD GET SOMEONE ELSE TO RUN,6,3, ,9,1,2,1,2,2,2,1,4,8,9,1,3,4,1, ,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,9,2,2,1,3,3,2,8,8,3, ,1,4, ,1,1,5,2,99999,14,9999,1, ,5,5,9,1,0
53413,3,2,1,1, ,1,2,1,2,1,2,2,1,2,1,1,1, ,3,2, ,3,2, ,1,3,2,1,2,2,1,1,1,4,5,3,2,2,2, ,2,2,2,4,2,4,9,1,1,2,1,2,1,1,1,2,1,1,3,1,4,5,2,1,1,1,1,1, ,5, ,3,3, , ,60098,7,1960,1, ,5,5,3,0,1
54326,3,2,1,1, ,1,2,1,1,1,1,1,1,1,1,2,1, ,3,2, ,3,2, ,9,9,1,1,2,1,1,1,2,4,5,4,9,9,2, ,2,2,9,9,3,2,1,1,1,1,1,2,1,1,1,1,1,1,3,9,1,6,3,2,3,1,3, ,3,3,1, ,1,5,2,61109,10,1946,1, ,6,6,6,0,1
50636,3,2,1,1, ,1,1,2,2,1,2,1,1,1,8,4,2, ,1,1, ,1,1, ,2,2,9,1,1,9,9,1,2,8,9,1,4,4, ,1,1,1,1,1,3,4,1,2,1,9,9,1,1,1,1,1,1,1,1,1,1,3,4,3,6,3,1,1, ,4, ,1,1,5,2,62014,2,1986,1, ,5,5,5,1,0
51577,3,2,1,1, ,1,2,2,2,1,1,1,1,1,1,4,2, ,1,1, ,1,1, ,9,2,3,3,2,2,1,2,2,8,9,1,1,1, ,1,1,1,1,2,3,4,1,1,1,1,1,2,1,1,1,9,3,2,1,1,4,6,3,2,5,3,1,3, ,1,1, ,1,3,1,60936,4,1978,1, ,5,5,7,0,1
52086,3,2,1,1, ,1,1,9,2,2,1,1,1,1,8,2,1, ,1,1, ,3,2, ,1,4,4,1,4,3,1,3,3,1,4,3,1,1, ,1,1,2,1,1,3,4,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,2,4,2,3, ,1,5, ,1,1,5,2,60949,10,1946,5, ,5,5,1,1,0
53225,3,2,1,1, ,1,1,9,2,1,2,1,1,1,8,3,2, ,2,1, ,9,9, ,1,9,3,2,2,2,2,9,2,8,9,2,2,4, ,9,9,1,2,3,2,9,1,2,1,1,1,5,3,1,1,1,2,1,3,3,1,4,9,9,4,2,2,9, ,5, ,1,1,8, ,61440,1,1994,1, ,5,5,3,1,0
55235,3,2,1,1, ,1,1,2,2,2,5,1,1,1,1,4,2, ,1,1, ,1,1, ,9,1,1,4,1,2,2,3,2,1,1,1,1,1,1, ,1,1,9,3,2,4,2,4,2,3,2,9,9,5,3,1,3,3,2,1,4,2,5,3,7,3,2,1, ,1,1, ,1,4,1,61802,8,1955,1, ,2,2,4,1,0
300092,1,2,1,1, ,1,2,2,2,2,3,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,1,2,2,2,2,2,2,8,2,2,1,1,2, ,2,1,2,2,3,2,2,3,2,3,2,2,1,2,1,2,1,2,3,3,1,1,2,1,2,1,4, , ,3,1, ,1,5,2,60617,6,1965,4, ,3,3,1,0,1
300180,3,1, , ,1,1,1,2,1,1,2,1,1,1,1,1,1, ,1,1, ,3,2, ,1,2,1,1,1,1,2,3,1,8,3,1,1,3, ,2,2,2,1,1,2,2,1,2,1,2,1,5,3,2,1,2,2,1,1,1,2,4,3,2,1,1,1,1, ,3,2, ,2, , ,71081,6,1968,4, ,5,5,1,1,0
57987,2,2,1,1, ,1,1,2,2,2,2,1,1,1,8,3,2, ,1,1, ,5,3, ,1,1,4,3,4,1,3,2,2,1,1,1,3,4,1, ,1,1,1,1,2,4,1,2,1,1,1,4,3,1,1,2,1,3,2,3,1,2,4,3,7,3,1,1, ,2,1, ,1,5,2,60026,8,1956,1, ,5,5,5,1,0
58454,2,2,1,1, ,1,2,1,2,1,3,1,3,2,8,1,1, ,3,2, ,3,2, ,2,3,2,2,2,2,2,2,2,8,5,3,2,2,2, ,2,8,2,2,3,3,1,2,1,2,1,9,9,9,9,2,1,1,1,1,2,6,2,1,4,2,1,1, ,4, ,3,3, , ,61820,4,1979,1, ,5,5,4,0,1
59802,2,2,1,1, ,1,1,1,1,1,3,2,1,2,1,1,1, ,1,1, ,3,2, ,3,3,4,4,2,2,2,3,2,2,2,1,4,3,2, ,2,2,2,1,2,4,1,3,2,2,1,1,1,5,3,2,2,1,1,2,2,2,5,3,6,3,2,2, ,2,2, ,2, , ,60453,3,1982,1, ,4,4,3,1,0
39933,2,1, , ,1,1,1,2,2,1,3,1,1,1,1,1,1, ,1,1, ,5,3, ,1,1,1,1,1,2,2,1,2,4,5,1,1,1,2, ,2,2,1,1,3,2,1,3,2,2,1,2,1,2,1,2,1,1,2,3,1,5,1,1,3,1,1,1, ,3,1, ,1,5,2,60714,6,1967,1, ,4,4,5,1,0
60922,3,1, , ,1,1,1,2,2,2,4,1,1,1,2,4,2, ,1,1, ,8,8,BRAUNER,1,3,3,9,3,2,3,2,3,8,9,1,1,1, ,1,1,1,2,2,2,2,1,5,2,5,2,2,1,2,1,2,1,1,2,3,1,6,3,2,8,8,3, ,3,5, ,3,3, , ,62984,11,1942,8,AMERICAN INDIAN,5,5,4,1,0
54328,2,2,1,1, ,1,1,1,2,1,3,3,1,2,2,1,1, ,3,2, ,3,2, ,4,2,1,1,1,1,2,3,2,4,2,1,1,3,1, ,1,1,1,1,3,4,1,4,2,5,2,4,3,5,3,2,1,1,1,3,1,5,3,2,3,1,4, , ,5, ,3,3, , ,60626,3,1982,2, ,1,1,4,1,0
53918,2,2,1,1, ,1,2,1,2,2,2,3,1,2,8,2,1, ,4,2, ,9,9, ,1,2,1,3,1,2,2,1,2,8,3,2,4,4,2, ,2,8,2,2,8,2,1,3,2,2,1,2,1,1,1,2,2,2,1,3,3,5,3,2,3,1,1,1, ,1,1, ,1,5,2,60440,1,1990,5, ,5,5,3,0,1
62159,1,1, , ,1,1,2,9,9,9,3,1,1,1,2,1,1, ,3,2, ,3,2, ,2,2,1,1,1,2,2,1,9,8,3,2,2,3,2, ,2,8,1,1,2,9,1,3,2,3,2,4,3,2,1,2,1,2,1,3,1,3,2,1,1,1,3, ,3,3,1, ,1,5,2,60616,11,1942,2, ,1,1,6,0,1
64778,1,1, , ,1,1,2,1,2,2,2,1,2,2,1,1,1, ,3,2, ,3,2, ,1,2,1,2,2,2,9,2,3,8,3,2,1,1,2, ,2,2,1,2,2,2,1,9,9,9,9,5,3,5,3,2,1,2,2,3,1,4,1,1,1,1,4, , ,2,1, ,1,2,1,60610,9,1950,2, ,6,6,1,0,1
60025,2,1, , ,1,1,2,2,1,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,2,1,1,2,2,4,5,1,2,9,2, ,2,2,2,3,3,2,1,2,1,2,1,2,1,4,3,2,1,1,3,3,1,5,1,1,1,1,3, ,1,1,1, ,1,5,2,60642,11,1944,1, ,6,6,9,0,1
61322,2,1, , ,1,1,2,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,3,1,2,2,2,2,4,5,2,2,2, ,2,2,2,1,2,3,1,1,2,1,2,1,5,3,1,1,1,2,1,1,1,1,6,3,2,3,1,1,3, ,2,1, ,1,5,2,60527,7,1960,1, ,5,5,7,0,1
64348,2,1, , ,1,1,2,1,1,1,1,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,4, ,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,6,1,1,1,1,3, ,1,3,1, ,1,5,2,60302,10,1949,2, ,5,5,4,0,1
54928,2,2,1,1, ,1,1,1,1,1,2,3,1,2,8,1,1, ,3,2, ,3,2, ,1,2,2,2,3,2,2,3,3,8,4,1,1,2,2, ,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,3,3,3,3,2,1,1,1,4, , ,3,2, ,2, , ,60089,1,1994,1, ,5,5,7,1,0
61061,3,2,1,1, ,1,1,2,2,1,2,3,2,2,1,3,2, ,1,1, ,2,1, ,1,2,2,2,1,2,3,2,2,8,2,4,1,1,1, ,1,1,1,4,3,3,2,3,2,2,1,1,1,2,1,2,2,1,3,3,3,3,4,3,5,3,2,4, ,5, ,3,3, , ,60156,1,1993,1, ,6,6,8,1,0
58543,2,1, , ,1,1,1,2,2,1,1,1,1,1,1,9,9, ,3,2, ,3,2, ,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2, ,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,1,3,2,1,5,3,9, , ,4, ,1,1,5,2,60025,9,1950,1, ,5,5,5,1,0
49954,2,2,1,1, ,1,1,2,2,2,1,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,2,1,1,2,1,1,2,4,5,2,2,2,2, ,2,2,2,9,3,2,1,1,1,2,1,1,1,1,1,2,1,1,3,3,2,5,1,1,1,1,2,1, ,5, ,3,3, , ,60134,1,1990,1, ,5,5,3,1,0
65282,3,1, , ,1,1,2,2,2,2,5,1,1,1,9,1,1, ,3,2, ,9,9, ,2,3,1,2,1,1,9,4,2,8,5,1,4,4, ,1,1,1,1,1,9,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,1,1,1,1,4, ,3,1, ,1,5,2,64001,7,1962,1, ,6,6,1,0,1
57602,2,2,1,1, ,1,2,2,2,2,3,1,1,1,2,9,9, ,9,9, ,2,1, ,1,2,1,1,1,1,2,9,4,3,5,3,2,2,2, ,2,2,1,1,2,4,1,2,1,2,1,1,1,1,1,2,2,1,2,3,2,5,4,3,4,2,1,4, ,4, ,1,1,5,2,60042,14,9999,1, ,3,3,5,0,1
60743,2,2,1,1, ,1,2,2,2,1,3,1,1,1,2,4,2, ,1,1, ,1,1, ,2,1,4,1,4,1,1,3,4,2,3,1,1,2,2, ,2,1,1,1,3,4,2,2,1,1,1,2,1,1,1,1,1,2,1,3,1,3,4,3,7,3,1,9, ,3,1, ,1,5,2,60041,6,1968,1, ,5,5,5,0,1
58171,3,1, , ,1,1,2,2,2,1,3,1,1,1,2,4,2, ,3,2, ,3,2, ,2,2,2,2,2,2,2,2,2,9,4,1,1,1,2, ,2,2,1,2,1,2,2,3,2,4,2,2,1,5,3,2,2,2,3,3,1,2,3,2,4,2,2,3, ,1,1, ,1,5,2,62463,8,1957,1, ,5,5,4,0,1
62303,3,1, , ,1,1,2,1,2,2,4,1,1,1,1,1,1, ,3,2, ,3,2, ,3,2,2,2,2,2,3,3,4,4,5,2,3,3,2, ,2,2,2,4,3,2,1,3,2,3,2,4,3,4,3,2,1,1,3,3,3,2,1,1,1,1,2,1, ,4, ,1,1,5,2,61605,4,1975,2, ,1,1,3,0,1
63762,3,1, , ,1,1,1,2,2,2,3,1,2,2,1,4,2, ,1,1, ,1,1, ,4,9,3,3,3,9,1,2,3,1,2,1,4,4,1, ,1,1,1,9,2,2,2,2,1,2,1,5,3,2,1,2,2,2,2,3,3,4,5,3,5,3,1,1, ,5, ,1,1,5,2,61401,10,1947,1, ,5,5,4,1,0
64777,3,1, , ,1,1,2,1,1,1,2,1,1,1,9,9,9, ,9,9, ,1,1, ,2,1,1,2,1,9,9,9,9,8,9,3,3,3, ,2,2,2,9,9,3,3,2,1,1,1,1,2,1,2,1,2,3,1,1,3,1,3,2,1,4,2,1,4, ,3,2, ,2, , ,60441,6,1967,1, ,5,5,4,0,1
61813,1,2,1,1, ,1,2,1,2,2,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,2,1,1,8,5,1,1,1, ,2,2,2,1,1,2,3,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,2, ,5, ,3,3, , ,60614,4,1979,1, ,5,5,5,0,1
61359,2,1, , ,1,1,2,1,2,1,1,1,1,1,1,1,1, ,3,2, ,1,1, ,2,2,2,2,1,2,2,2,2,8,5,1,1,1,2, ,2,2,2,1,3,3,2,1,1,1,1,4,3,1,1,2,2,1,3,1,1,3,3,2,4,2,2,1, ,3,1, ,1,5,2,60103,9,1954,1, ,5,5,5,0,1
63628,2,1, , ,1,1,2,2,2,1,2,1,1,1,1,4,2, ,5,3, ,3,2, ,1,2,1,3,1,2,2,2,3,3,4,1,1,1, ,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,4,2,2,1, ,3,1, ,1,5,2,60706,1,1996,1, ,4,4,5,0,1
57933,1,1, , ,1,1,2,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,2,2,2,3,2,9,9,2,9,9,3,1,1,1, ,9,9,8,1,2,2,3,1,2,1,2,1,1,1,2,1,9,2,2,3,3,1,6,4,3,2,1,3, ,3,2,1, ,1,5,2,60604,11,1942,1, ,4,4,5,0,1
62904,1,1, , ,1,1,1,9,2,2,3,1,1,1,8,2,1, ,3,2, ,6,3, ,1,2,9,2,1,2,2,2,2,3,4,2,1,2,9, ,9,1,1,3,3,3,1,3,2,3,2,3,2,2,1,1,2,1,2,3,1,3,3,2,3,1,1,3, ,1,1, ,1,5,2,60616,8,1959,2, ,1,1,5,1,0
60691,2,2,1,1, ,1,1,2,2,1,1,1,1,1,2,1,1, ,3,2, ,4,2, ,1,1,2,1,1,9,9,1,3,4,5,1,3,4, ,2,2,8,2,9,8,9,1,3,2,9,9,3,2,9,9,1,1,1,1,3,1,5,2,1,3,1,1,1, ,5, ,1,1,5,2,60503,7,1964,1, ,2,2,9,1,0
61956,2,2,1,1, ,1,1,1,1,1,2,1,2,2,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,9,1,1,1,4,5,2,2,3, ,2,2,2,2,2,3,2,1,2,1,2,1,4,3,2,1,1,1,1,3,1,1,6,1,1,1,1,1,1, ,4, ,2,2, , ,60660,6,1966,5, ,4,4,5,1,0
62957,2,2,1,1, ,1,2,1,1,9,1,1,2,2,8,1,1, ,3,2, ,3,2, ,3,9,1,1,2,4,9,1,1,8,5,4,4,4, ,2,2,1,1,1,2,4,1,1,1,4,2,5,3,5,3,2,2,2,3,1,1,3,9,9,1,1,4, , ,2,1, ,1,2,1,60443,1,1991,2, ,1,1,8,0,1
65734,2,2,1,1, ,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,1,2,4,2,4,1,4,8,2,1,1,1,1, ,1,8,2,1,3,4,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,5,5,3,7,3,1,1, ,5, ,1,1,5,2,60108,7,1962,1, ,5,5,7,1,0
51735,3,2,1,1, ,1,1,2,2,2,3,1,1,1,8,1,1, ,1,1, ,3,2, ,2,1,2,2,1,2,2,2,2,4,5,1,1,3,1, ,1,2,1,2,3,2,2,1,1,1,1,4,3,1,1,1,2,1,3,3,3,6,2,1,3,1,1,3, ,3,1, ,1,5,2,62040,2,1987,1, ,5,5,4,1,0
66485,2,1, , ,1,1,1,1,2,1,1,1,1,1,2,9,9, ,4,2, ,4,2, ,1,9,1,2,2,2,1,9,2,4,5,1,1,4,2, ,2,2,1,9,2,3,1,1,1,9,9,9,9,2,1,2,1,1,3,9,1,5,1,1,3,1,1,2, ,4, ,3,3, , ,60046,6,1967,1, ,5,5,7,1,0
57551,2,1, , ,1,1,1,1,1,1,2,1,1,1,8,1,1, ,1,1, ,3,2, ,1,1,1,1,2,1,1,1,4,4,5,2,2,3,9, ,9,8,1,1,3,4,1,2,1,1,1,2,1,2,1,2,2,1,3,1,1,6,3,2,1,1,3, ,1,5, ,2,2, , ,60030,8,1955,1, ,5,5,9,1,0
58648,2,1, , ,1,1,2,1,1,1,2,1,1,1,1,2,1, ,4,2, ,3,2, ,1,1,1,1,1,1,1,1,1,8,4,3,1,1, ,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,1,2,1,2,3,3,1,2,3,2,3,1,3, ,1,4, ,1,1,2,1,60187,11,1943,1, ,5,5,4,0,1
60308,2,1, , ,1,1,1,1,2,1,1,1,3,2,8,2,1, ,1,1, ,3,2, ,4,1,4,1,9,1,4,3,4,3,3,1,4,4,1, ,1,8,9,9,3,4,2,2,1,1,1,2,1,3,2,1,2,1,3,3,3,4,2,1,4,2,1,4, ,4, ,1,1,5,2,60016,5,1973,1, ,5,5,4,1,0
63914,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,4,2,1,4,4,2,1,3,2,2,3,2,3,3,1, ,1,8,2,4,2,4,1,1,1,1,1,1,1,1,1,2,2,1,3,3,2,6,5,3,5,3,2,4, ,2,1, ,1,5,2,60525,11,1940,1, ,5,5,9,1,0
56278,3,2,1,1, ,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,2,4,4,4,2,1,1,2,2,2,1,1,1,1, ,1,1,1,1,2,4,2,2,1,2,1,2,1,1,1,1,2,2,3,1,2,5,4,3,7,3,1,1, ,4, ,1,1,5,2,62305,9,1953,1, ,5,5,7,1,0
58580,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,4,2, ,9,9, ,1,2,2,1,2,9,3,3,9,8,4,2,3,3, ,1,1,8,9,9,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,6,3,2,1,1,4, , ,3,1, ,1,5,2,99999,14,9999,1, ,2,2,9,1,0
